,NCBI Tax ID,category,scientific_name,common_names
907,167663,Miscellaneous,Gliricidia sepium,None
908,3827,Miscellaneous,Cicer arietinum,garbanzo; chickpea
909,36596,Fruit,Prunus armeniaca,apricot
910,3829,Miscellaneous,Crotalaria juncea,sunn hemp
911,36599,Fruit,Sorbus aucuparia,quickbeam; european mountain ash; rowan
912,3832,Legume,Cyamopsis tetragonoloba,cluster bean; guar
913,3835,Miscellaneous,Cytisus scoparius,None
914,36610,Fruit,Cydonia oblonga,wen po; quince
915,3847,Nuts & Seeds,Glycine max,soybean; soybeans
916,36616,Fruit,Mespilus germanica,medlar
917,3848,Miscellaneous,Glycine soja,wild soybean
918,3850,"Herbs and Spices, Nuts & Seeds",Griffonia simplicifolia,None
919,3854,Legume,Lathyrus aphaca,yellow vetchling; yellow pea
920,36622,Fruit,Chaenomeles sinensis,None
921,3856,Miscellaneous,Lathyrus cicera,red pea; flat pod pea
922,36624,Miscellaneous,Rhaphiolepis indica,None
923,3859,Legume,Lathyrus odoratus,sweet pea
924,3860,Legume,Lathyrus sativus,white pea; chickling vetch
925,3864,Legume,Lens culinaris,lentil
926,93977,Miscellaneous,Osmanthus fragrans,sweet osmanthu; sweet osmanthus
927,3866,Vegetable,Leucaena leucocephala,granadillo bobo; jumbie bean; jump and go; white popinac; ipil ipil; cassy
928,3868,Nuts & Seeds,Lotus tetragonolobus,winged pea
929,3870,Nuts & Seeds,Lupinus albus,white lupine
930,3871,Nuts & Seeds,Lupinus angustifolius,narrow leaved blue lupine
931,3873,Nuts & Seeds,Lupinus luteus,yellow lupine
932,3874,Miscellaneous,Lupinus polyphyllus,large leaved lupine
933,3879,Herbs and Spices,Medicago sativa,alfalfa; lucerne
934,3882,Miscellaneous,Onobrychis viciifolia,common sainfoin
935,397098,Herbs and Spices,Cinnamomum tamala,None
936,3884,Miscellaneous,Phaseolus lunatus,lima bean
937,3885,Legume,Phaseolus vulgaris,kidney bean; string bean; french bean
938,3886,Miscellaneous,Phaseolus coccineus,scarlet runner bean
939,3888,Legume,Pisum sativum,sugar pea; pea; peas; syrian fodder pea; garden pea; snow pea; wild pea
940,765745,Miscellaneous,Sorbus decora,None
941,3891,Miscellaneous,Psophocarpus tetragonolobus,asparagus bean; winged bean; winged beans; goa bean; asparagus pea
942,1986359,Herbs and Spices,Lippia graveolens,None
943,880440,Miscellaneous,Acacia pycnantha,None
944,208695,Miscellaneous,Botrychium ternatum,None
945,94007,Herbs and Spices,Cnidium monnieri,None
946,3897,Vegetable,Styphnolobium japonicum,japanese pagoda tree
947,28477,Miscellaneous,Symplocarpus foetidus,skunk cabbage
948,28478,Vegetable-Tuber,Xanthosoma sagittifolium,malanga; ocumo; yautia blanco; tania; yautia; pomtajer
949,3899,Miscellaneous,Trifolium repens,creeping white clover; white clover
950,3906,Legume,Vicia faba,faba bean; tick bean; broad bean; fava bean
951,102211,Vegetable-Gourd,Benincasa hispida,ash gourd; winter melon; wax gourd
952,143172,Miscellaneous,Arctium minus,None
953,798534,Miscellaneous,Goodyera oblongifolia,None
954,3914,Legume,Vigna angularis,adzuki bean; azuki bean
955,3915,Legume,Vigna mungo,black gram; urad dal; urd bean
956,184140,Vegetable-Gourd,Sechium edule,christophine; chayote; pipinela
957,143181,Miscellaneous,Carlina acanthifolia,None
958,3917,Legume,Vigna unguiculata,crowder pea; catjang; black eyed pea; cowpea; yard long bean; catjang cowpea; sow pea; wild annual cowpea
959,3918,Miscellaneous,Vigna aconitifolia,moth bean
960,85835,Miscellaneous,Strychnos potatorum,clearing nut tree
961,28498,Miscellaneous,Asarum canadense,None
962,28501,Miscellaneous,Cornus kousa,kousa dogwood
963,28502,Vegetable,Amaranthus hypochondriacus,prince's feather; grain amaranth
964,28503,Fruit,Sambucus ebulus,None
965,3922,"Flower, Plant",Wisteria floribunda,japanese wisteria; japanese wistaria
966,200541,Miscellaneous,Citrus latifolia,persian lime; tahiti lime; bearss lime
967,28509,Herbs and Spices,Glechoma hederacea,ground ivy; gill over the ground
968,85856,Miscellaneous,Magnolia denudata,lilytree; yu lan; haku mokuren
969,225117,Miscellaneous,Pyrus x bretschneideri,bai li; chinese white pear
970,3942,Plant,Oenothera biennis,german evening primrose
971,266085,Miscellaneous,Ruta montana,None
972,28525,Miscellaneous,Menyanthes trifoliata,None
973,167791,Flower,Phanera variegata,orchid tree; mountain ebony
974,28528,Miscellaneous,Pinus mugo,mountain pine; spirke; mugo pine
975,20340,Nuts & Seeds,Ceratonia siliqua,carob; st. John's bread
976,1781621,Fruit,Myrianthus arboreus,None
977,61307,Miscellaneous,Podocarpus neriifolius,None
978,85884,Plant Derivative,Argania spinosa,None
979,151430,Miscellaneous,Prunus davidiana,david's peach
980,36749,Miscellaneous,Chrysosplenium americanum,water carpet; golden saxifrage
981,3983,Vegetable-Tuber,Manihot esculenta,yuca; cassava; manioc; tapioca
982,3981,Plant,Hevea brasiliensis,siringa; rubber tree; jebe; para rubber tree
983,44947,Miscellaneous,Eichhornia crassipes,water hyacinth
984,3986,Plant Derivative,Mercurialis annua,annual mercury; herb mercury
985,216989,Miscellaneous,Betula populifolia,fire birch; gray birch
986,1167265,Miscellaneous,Pelargonium odoratissimum,None
987,4002,Herbs and Spices,Buxus sempervirens,None
988,282533,Miscellaneous,Hypericum attenuatum,None
989,4006,Nuts & Seeds,Linum usitatissimum,flax
990,53159,Miscellaneous,Lamium album,white dead nettle
991,36777,Fruit,Elaeagnus angustifolia,russian olive; oleaster; russian olife
992,282539,Miscellaneous,Hypericum erectum,None
993,53161,Miscellaneous,Lamium galeobdolon,yellow archangel
994,1765291,Miscellaneous,Aframomum corrorima,None
995,4020,Herbs and Spices,Tropaeolum majus,nasturtium
996,4023,Plant Derivative,Acer negundo,box elder
997,4024,Plant Derivative,Acer saccharum,sugar maple; black maple
998,4025,Miscellaneous,Acer platanoides,norway maple
999,4026,Plant Derivative,Acer pseudoplatanus,sycamore maple
1000,282553,Vegetable,Hypericum sampsonii,None
1001,126903,Fruit,Physalis peruviana,cape gooseberry; gooseberry tomato; goldenberry
1002,20414,Nuts & Seeds,Astragalus hamosus,None
1003,126913,Vegetable,Suaeda maritima,None
1004,126910,Herbs and Spices,Withania somnifera,ashwagandha
1005,4039,Vegetable-Root,Daucus carota,queen Anne's lace; carrots; carrot
1006,4041,Vegetable-Root,Pastinaca sativa,parsnip
1007,4043,Herbs and Spices,Petroselinum crispum,italian parsley; turnip root parsley; hamburg parsley; parsley
1008,4045,Vegetable-Leaf,Apium graveolens,chinese celery; celeriac; leaf celery; celery; stalk celery; celery knob
1009,4047,Herbs and Spices,Coriandrum sativum,cilantro; coriander
1010,4049,Herbs and Spices,Hydrocotyle sibthorpioides,lawn water pennywort
1011,53205,Miscellaneous,Ilex latifolia,tara yo
1012,167892,Miscellaneous,Lysimachia clethroides,gooseneck loosestrife
1013,4054,Herbs and Spices,Panax ginseng,korean ginseng; ninjin; chinese ginseng; ginseng; jinsao; hong shen; sansam; asiatic ginseng; ren seng
1014,397272,Miscellaneous,Suaeda glauca,None
1015,4058,Flower,Catharanthus roseus,old maid; chatas; madagascar periwinkle; chata; chula; rosy periwinkle
1016,4066,"Flower, Plant",Calotropis gigantea,mudar; bowstring hemp; madar
1017,4068,Herbs and Spices,Gymnema sylvestre,None
1018,4072,Vegetable-Fruit,Capsicum annuum,sweet pepper; red pepper; pimento; chilli pepper; chilipiquin; chiltepe; american bird pepper
1019,4073,Vegetable-Fruit,Capsicum frutescens,bird pepper; chili pepper; hot pepper
1020,4075,Miscellaneous,Datura inoxia,sacred datura; downy thornapple
1021,208873,Miscellaneous,Myriophyllum spicatum,None
1022,477864,Herbs and Spices,Eryngium foetidum,false coriander; culantro
1023,4081,Vegetable-Fruit,Solanum lycopersicum,tomato; cherry tomato
1024,53232,Miscellaneous,Lupinus mutabilis,None
1025,4090,Miscellaneous,Nicotiana glauca,tree tobacco; glaucous tobacco
1026,118778,Herbs and Spices,Tussilago farfara,mat' i machekha; coltsfoot
1027,176126,Fruit,Duchesnea chrysantha,None
1028,4097,Miscellaneous,Nicotiana tabacum,common tobacco; tobacco; american tobacco
1029,20484,Miscellaneous,Caragana arborescens,siberian peashrub
1030,151559,Miscellaneous,Pinus flexilis,limber pine
1031,4111,Vegetable-Fruit,Solanum melongena,aubergine; brinjal; eggplant
1032,4113,Vegetable-Tuber,Solanum tuberosum,potatoes; potato
1033,1527831,Herbs and Spices,Bidens bipinnata,None
1034,4120,Vegetable-Tuber,Ipomoea batatas,sweet potato; batate
1035,462873,Miscellaneous,Galium verum,None
1036,290845,Miscellaneous,Acer pictum,None
1037,462879,Miscellaneous,Solidago virgaurea,None
1038,413731,Miscellaneous,Diospyros celebica,None
1039,36905,Miscellaneous,Shepherdia canadensis,None
1040,4146,Fruit,Olea europaea,common olife; common olive; wild olive; wild olife
1041,4151,Miscellaneous,Antirrhinum majus,garden snapdragon; snapdragon
1042,389181,Essential Oil,Jasminum grandiflorum,None
1043,413760,Fruit,Diospyros mespiliformis,None
1044,225354,Miscellaneous,Quercus frainetto,None
1045,864332,Essential Oil,Cedrelopsis grevei,None
1046,94286,Miscellaneous,Platycodon grandiflorus,chinese bellflower; jie geng; balloon flower
1047,323660,Miscellaneous,Valeriana amurensis,None
1048,4182,Herbs and Spices,Sesamum indicum,gingelly; hu ma; sesame; beniseed; koba
1049,77912,Herbs and Spices,Pinus densiflora,tanyosho pine; japanese red pine
1050,69721,Vegetable,Zantedeschia aethiopica,calla lily; arum lily; pig lily
1051,258140,Vegetable,Berberis amurensis,None
1052,282717,Miscellaneous,Achillea ageratum,None
1053,413790,Fruit,Euclea divinorum,None
1054,290911,Nuts & Seeds,Aesculus chinensis,chinese horse chestnut
1055,1585254,Miscellaneous,Salvia moorcroftiana,None
1056,4202,Fruit,Sambucus nigra,european elder
1057,118891,Miscellaneous,Anthyllis vulneraria,kidney vetch
1058,45164,Fruit,Muntingia calabura,None
1059,4203,Miscellaneous,Sambucus racemosa,japanese elderberry
1060,4214,Miscellaneous,Ambrosia trifida,giant ragweed
1061,94328,Herbs and Spices,Zingiber officinale,ginger
1062,4217,Plant,Arctium lappa,great burdock
1063,4220,Herbs and Spices,Artemisia vulgaris,mugwort; common wormwood
1064,4222,Plant Derivative,Carthamus tinctorius,safflower
1065,176258,Flower,Rhododendron arboreum,None
1066,110723,Miscellaneous,Hedychium spicatum,None
1067,4230,Nuts & Seeds,Guizotia abyssinica,niger seed; niger plant; ramtil; werinnua; ramtilla
1068,4232,Plant Derivative,Helianthus annuus,common sunflower
1069,4233,Vegetable-Root,Helianthus tuberosus,jerusalem artichoke
1070,659592,Fruit,Berberis aristata,None
1071,4236,Vegetable-Leaf,Lactuca sativa,cultivated lettuce; leaf lettuce; garden lettuce; curled lettuce
1072,659594,Fruit,Berberis lycium,None
1073,176265,Miscellaneous,Hylocereus undatus,dragon fruit
1074,258188,Miscellaneous,Berberis nervosa,cascade barberry; oregon grape holly
1075,45207,Miscellaneous,Aralia nudicaulis,None
1076,4255,Miscellaneous,Madia elegans,common Madia
1077,258209,Fruit,Berberis vulgaris,common barberry; european barberry
1078,544674,Herbs and Spices,Securinega suffruticosa,None
1079,4265,Vegetable,Cynara cardunculus,globe artichoke; artichoke; wild cardoon; cultivated cardoon; cardoon; wild artichoke
1080,100170,Miscellaneous,Pterocarpus indicus,None
1081,4270,Fruit,Byrsonima crassifolia,indano; yoco; craboo; murici; nance; golden spoon
1082,266420,Miscellaneous,Aristolochia contorta,bei ma dou ling
1083,4282,Miscellaneous,Cornus canadensis,bunchberry; dwarf cornel; creeping dogwood
1084,4285,Fruit,Cornus mas,cornelian cherry
1085,209086,Miscellaneous,Crinum bulbispermum,None
1086,20676,Miscellaneous,Hymenaea courbaril,None
1087,871888,Miscellaneous,Scorzonera parviflora,None
1088,4112,Herbs and Spices,Solanum nigrum,black nightshade
1089,4307,Vegetable-Leaf,Euonymus alatus,burningbush; winged euonymu; winged euonymus
1090,168162,Miscellaneous,Quercus garryana,oregon oak
1091,168163,Miscellaneous,Quercus gambelii,gambel oak
1092,1249515,Miscellaneous,Hemerocallis citrina,None
1093,78064,Plant Derivative,Cetraria islandica,None
1094,4337,Vegetable,Anagallis arvensis,None
1095,110835,Miscellaneous,Eragrostis tef,None
1096,233715,Fruit,Mimusops elengi,None
1097,200951,Miscellaneous,Melilotus indicus,indian sweet clover; sourclover; senji
1098,45314,Plant Derivative,Acer rubrum,red maple
1099,28930,Miscellaneous,Fagus sylvatica,european beech
1100,200963,Miscellaneous,Trigonella caerulea,sweet trefoil
1101,45318,Miscellaneous,Tetragonia tetragonioides,None
1102,473050,Herbs and Spices,Urtica urens,None
1103,233737,Fruit,Pouteria campechiana,yellow sapote; eggfruit tree; canistel
1104,200966,Miscellaneous,Vicia americana,None
1105,200967,Miscellaneous,Vicia articulata,one flower vetch
1106,45325,Plant,Bombax ceiba,red silk cotton tree; indian kapok
1107,233744,Miscellaneous,Pouteria sapota,mammee sapote; marmalade plum; sapote
1108,28950,Miscellaneous,Nothofagus pumilio,None
1109,86306,Miscellaneous,Artemisia abrotanum,None
1110,102691,Plant Derivative,Sideroxylon lanuginosum,false buckthorn; gum elastic; chittamwood
1111,200993,Miscellaneous,Fumaria officinalis,wax doll; earth smoke; wax dolls; common fumitory
1112,151847,Miscellaneous,Malpighia emarginata,None
1113,86312,Herbs and Spices,Artemisia ludoviciana,silver wormwood
1114,4392,Herbs and Spices,Eucommia ulmoides,None
1115,102693,Miscellaneous,Ulmus rubra,slippery elm
1116,4397,Nuts & Seeds,Hamamelis virginiana,american witch hazel
1117,28974,Fruit,Averrhoa carambola,None
1118,4400,Miscellaneous,Liquidambar styraciflua,american sweet gum; sweet gum
1119,4403,Miscellaneous,Platanus occidentalis,american sycamore; eastern plane tree; eastern sycamore
1120,201014,Miscellaneous,Chukrasia tabularis,chickrassy; yinma; burmese almondwood
1121,201017,Fruit,Lansium domesticum,duku; langsat
1122,45372,Miscellaneous,Abies alba,edeltanne; silver fir; abete blanco; christmas tree; european silver fir; sapin blanc
1123,4419,Miscellaneous,Nymphaea odorata,american white water lily
1124,45385,Miscellaneous,Aloe arborescens,None
1125,4432,Miscellaneous,Nelumbo nucifera,indian lotus; sacred lotus; indian lotu; sacred lotu
1126,78168,Fruit,Passiflora edulis,passion fruit
1127,4442,Beverage-caffeinated,Camellia sinensis,black tea; assam tea
1128,4443,Plant Derivative,Camellia japonica,common camellia
1129,135518,Miscellaneous,Ribes uva-crispa,english gooseberry
1130,102751,Miscellaneous,Ageratina aromatica,None
1131,4458,Miscellaneous,Arum maculatum,cuckoo pint; cuckoopint
1132,4460,Vegetable-Tuber,Colocasia esculenta,malanga; cocoyam; taro; eddo; elephant's ear; dasheen; kalo
1133,102766,Miscellaneous,Eutrochium purpureum,joe pye weed
1134,4465,Herbs and Spices,Acorus calamus,sweet flag; flagroot
1135,70001,Miscellaneous,Huperzia selago,None
1136,242038,Miscellaneous,Debregeasia longifolia,None
1137,4470,Vegetable,Lemna gibba,swollen duckweed
1138,4472,Miscellaneous,Lemna minor,None
1139,119172,Miscellaneous,Carpesium abrotanoides,None
1140,455045,Vegetable,Abelmoschus esculentus,quiabo; lady's fingers; lady's finger; kacang bendi; gumbo; okra
1141,4498,Cereal,Avena sativa,oat; cultivated oat; cultivated oats; oats
1142,4499,Miscellaneous,Avena fatua,None
1143,4505,Cereal,Coix lacryma-jobi,job's tears; job's tear
1144,4511,Cereal,Eleusine coracana,finger millet; osgra; african finger millet; coracan; indian finger millet; ragi; caracan millet; osgras
1145,1520031,Miscellaneous,Salvia lanigera,None
1146,4513,Cereal,Hordeum vulgare,two rowed barley; domesticated barley; barley; wild barley
1147,455077,Vegetable,Eryngium maritimum,None
1148,233892,Miscellaneous,Scutellaria indica,None
1149,4522,Nuts & Seeds,Lolium perenne,perennial ryegrass; perennial ryegras; perennial ryegra
1150,709039,Miscellaneous,Artocarpus camansi,None
1151,4529,Miscellaneous,Oryza rufipogon,common wild rice; red rice
1152,4530,Cereal,Oryza sativa,indian rice; indica rice; japanese rice; red rice; japonica rice; long grained rice; rice
1153,405945,Herbs and Spices,Leonurus sibiricus,siberian motherwort; xi ye yi mu cao
1154,4540,Legume,Panicum miliaceum,common millet; broom millet; proso millet
1155,61886,Miscellaneous,Cucumis metulifer,african horned melon
1156,1143232,Miscellaneous,Crataegus succulenta,None
1157,4550,Cereal,Secale cereale,rye
1158,4547,Plant,Saccharum officinarum,noble cane; sugarcane
1159,4555,Legume,Setaria italica,foxtail millet
1160,4558,Cereal,Sorghum bicolor,broomcorn; sorghum; milo
1161,184783,Nuts & Seeds,Areca catechu,pinang; catechu; betel palm; areca nut
1162,4560,Miscellaneous,Sorghum halepense,johnson gras; johnson grass; johnson gra
1163,4565,Cereal,Triticum aestivum,wheat; tibetan wheat; common wheat; bread wheat; canadian hard winter wheat
1164,37334,Fruit,Citrus maxima,shaddock; pomelo; buntan; pummelo
1165,53719,Vegetable,Eclipta prostrata,None
1166,4568,Nuts & Seeds,Triticum monococcum,einkorn wheat; small spelt; wild einkorn; one grained wheat
1167,4571,Cereal,Triticum turgidum,cone wheat; rivet wheat; durum wheat; poulard wheat; english wheat
1168,119260,Herbs and Spices,Cinnamomum aromaticum,cassia bark; chinese cinnamon
1169,119261,Miscellaneous,Cinnamomum burmannii,batavia cinnamon
1170,53728,Miscellaneous,Ratibida columnifera,None
1171,4577,Cereal,Zea mays,teosinte; san Antonio Huista teosinte; balsas teosinte; corn; mexican teosinte; maize; indian corn; annual teosinte
1172,291312,Miscellaneous,Incarvillea sinensis,None
1173,53751,Flower,Echinacea purpurea,None
1174,291324,Miscellaneous,Incarvillea delavayi,None
1175,283133,Vegetable-Leaf,Sauropus androgynus,star gooseberry; katuk
1176,4615,Miscellaneous,Ananas comosus,wild pineapple; red pineapple; pineapple
1177,4621,Fruit,Thaumatococcus daniellii,katemfe; miracle fruit
1178,4628,Vegetable-Root,Canna indica,gruya; canna; indian shot; queensland arrowroot; edible canna
1179,21020,Nuts & Seeds,Castanea sativa,european chestnut
1180,4639,Miscellaneous,Ensete ventricosum,None
1181,4641,Fruit,Musa acuminata,agutay; saging na ligao; true apple banana; dwarf banana; pisang utan; dessert bananas; banana; cavendish banana; saging chongo; blood banana; sweet banana; wild Malaysian banana; dessert banana; saging maching
1182,78372,Vegetable-Tuber,Amorphophallus konjac,devil's tongue; mo yu; konnyaku; elephant yam
1183,78376,Vegetable-Root,Peltandra virginica,tuckaho; arrow arum; tuckahoe
1184,233760,Miscellaneous,Tieghemella heckelii,None
1185,4673,Vegetable,Dioscorea japonica,yama no imo; japanese yam
1186,488003,Miscellaneous,Persicaria minor,None
1187,4679,Vegetable-Bulb,Allium cepa,onion; shallot
1188,4681,Vegetable-Leaf,Allium ampeloprasum,leek
1189,4682,Herbs and Spices,Allium sativum,garlic
1190,4683,Vegetable-Bulb,Allium tuberosum,None
1191,283210,Miscellaneous,Malus pumila,paradise apple; ping guo
1192,4684,Herbs and Spices,Allium ursinum,wild garlic; ramson
1193,4686,Vegetable-Stem,Asparagus officinalis,garden asparagu; garden asparagus
1194,299599,Vegetable,Smilax riparia,None
1195,4690,Flower,Lilium longiflorum,easter lily; trumpet lily
1196,75714,Miscellaneous,Salix nigra,black willow
1197,53852,"Flower, Herbs and Spices",Cassia fistula,pudding pie tree; golden rain; purging cassia
1198,168542,Miscellaneous,Olneya tesota,desert ironwood
1199,53863,Miscellaneous,Dalbergia hupeana,None
1200,4718,Plant Derivative,Nypa fruticans,nipa palm; nypa palm
1201,45679,Miscellaneous,Amphicarpaea bracteata,hog peanut
1202,512623,Vegetable-Tuber,Cyperus rotundus,None
1203,53873,Miscellaneous,Dipteryx odorata,cumaru; tonga bean; sarrapia
1204,53877,Miscellaneous,Erythrophleum ivorense,None
1205,4720,Miscellaneous,Phoenix reclinata,senegal date palm
1206,1045114,Miscellaneous,Sambucus chinensis,None
1207,53885,Miscellaneous,Hardenbergia violacea,native lilac; coral pea
1208,37501,Vegetable-Leaf,Maackia amurensis,None
1209,53893,Vegetable,Lespedeza cuneata,sericea lespedeza; chinese bush clover; perennial lespedeza
1210,4733,Plant,Typha latifolia,common cattail
1211,4744,Flower,Commelina communis,None
1212,193163,Plant,Ceiba pentandra,silk cottontree; kapoktree
1213,520843,Miscellaneous,Flemingia macrophylla,None
1214,57933,Vegetable,Potentilla reptans,None
1215,1155356,Miscellaneous,Rumex hydrolapathum,great water dock GRIN
1216,12953,Fruit,Asimina triloba,pawpaw
1217,1053340,Miscellaneous,Cyperus esculentus,None
1218,53923,Vegetable-Leaf,Senna alata,candlebush; christmas candle; mocote; bajagua
1219,185002,Plant,Plantago ovata,blond psyllium; ispaghul
1220,489417,Miscellaneous,Tordylium apulum,None
1221,78511,Fruit,Ribes nigrum,european black currant
1222,37565,Herbs and Spices,Ruta graveolens,common rue
1223,78534,Herbs and Spices,Trigonella foenum-graecum,fenugreek
1224,650620,Miscellaneous,Vicia monantha,bard vetch
1225,1053409,Herbs and Spices,Ammi visnaga,None
1226,13044,Fruit,Potentilla indica,None
1227,13055,Herbs and Spices,Chamaenerion angustifolium,fireweed
1228,160511,Herbs and Spices,Veronica officinalis,common speedwell
1229,455430,Vegetable,Hibiscus mutabilis,cotton rose; fuyo
1230,307975,Miscellaneous,Nymphaea candida,None
1231,37645,Fruit,Cucurbita ficifolia,figleaf gourd; malabar gourd; chilacayote
1232,45843,Fruit,Solanum betaceum,tree tomato; tamarillo
1233,37656,Fruit,Citrus x paradisi,grapefruit
1234,193309,Miscellaneous,Pyracantha coccinea,scarlet firethorn
1235,201509,Fruit,Gmelina arborea,None
1236,78630,Plant Derivative,Betula platyphylla,bai hua; shira kamba; asian white birch
1237,152363,Plant,Sinomenium acutum,None
1238,13101,Fruit,Juniperus ashei,ashe juniper; ozark white cedar
1239,37690,Fruit,Citrus trifoliata,trifoliate orange; hardy orange
1240,13129,Plant Derivative,Lythrum salicaria,None
1241,86864,Herbs and Spices,Codonopsis pilosula,None
1242,242533,Miscellaneous,Rumex bucephalophorus,None
1243,242534,Miscellaneous,Rumex conglomeratus,green dock; sharp dock
1244,316266,Miscellaneous,Phlomis lychnitis,lampwick plant
1245,62330,Cereal,Fagopyrum tataricum,kangra buckwheat; tartarian buckwheat; wild Tatary buckwheat
1246,168833,Miscellaneous,Leontice leontopetalum,None
1247,62337,Miscellaneous,Miscanthus sinensis,eulalia
1248,13187,Vegetable-Leaf,Parietaria officinalis,None
1249,29588,Miscellaneous,Cibotium barometz,scythian lamb
1250,13216,Herbs and Spices,Piper nigrum,None
1251,13230,Nuts & Seeds,Prosopis juliflora,ironwood; algorrobo
1252,103349,Fruit,Vitis rotundifolia,muscadine; fox grape
1253,496566,Miscellaneous,Artemisia carvifolia,None
1254,103351,Fruit,Vitis amurensis,None
1255,103355,Fruit,Vitis labrusca,concord grape
1256,95165,Miscellaneous,Salvia columbariae,None
1257,857043,Miscellaneous,Quercus phellos,willow oak
1258,54229,Miscellaneous,Clerodendrum trichotomum,None
1259,29656,Miscellaneous,Spirodela polyrhiza,great duckweed
1260,13274,Vegetable,Stellaria media,None
1261,29655,Vegetable,Zostera marina,None
1262,29671,Miscellaneous,Dendrocalamus giganteus,giant bamboo
1263,644073,Miscellaneous,Boehmeria tricuspis,None
1264,324586,Miscellaneous,Carduus crispus,None
1265,29674,Herbs and Spices,Eleusine indica,wire gra; wire gras; goosegra; goosegrass; fowl foot gra; yardgrass; goosegras; yardgras; yardgra; fowl foot grass; wire grass; crabgras; crabgrass; fowl foot gras; crabgra
1266,193516,Fruit,Hippophae rhamnoides,sea buckthorn; sallowthorn
1267,578546,Miscellaneous,Guiera senegalensis,None
1268,324593,Herbs and Spices,Saussurea costus,kuth
1269,13306,Miscellaneous,Tulipa gesneriana,None
1270,930814,Vegetable-Leaf,Boerhavia diffusa,None
1271,29695,Plant,Phragmites australis,common reed
1272,127999,Herbs and Spices,Tanacetum parthenium,feverfew
1273,128002,Herbs and Spices,Tanacetum vulgare,tansy
1274,46087,Miscellaneous,Rheum rhaponticum,None
1275,136204,Miscellaneous,Calystegia soldanella,None
1276,128017,Fruit,Dimocarpus longan,longan
1277,13329,Herbs and Spices,Achillea millefolium,None
1278,13331,Herbs and Spices,Akebia quinata,five leaf akebia; chocolate vine; mu tong
1279,29719,Herbs and Spices,Mentha spicata,spearmint
1280,13337,Miscellaneous,Annona muricata,prickly custard apple; guanabana; soursop
1281,136217,Herbs and Spices,Curcuma longa,turmeric
1282,29722,Vegetable-Leaf,Amaranthus tricolor,tampala; chinese spinach
1283,13339,Miscellaneous,Apocynum cannabinum,None
1284,29725,Miscellaneous,Phytolacca dioica,None
1285,29724,Vegetable,Phytolacca dodecandra,None
1286,46107,Miscellaneous,Sarcobatus vermiculatus,seepwood; saltbush; greasewood
1287,136224,Herbs and Spices,Curcuma zedoaria,None
1288,29739,Herbs and Spices,Myrica gale,bog myrtle; sweet gale; meadow fern
1289,29740,Miscellaneous,Ulmus americana,american elm
1290,29742,Miscellaneous,Comptonia peregrina,None
1291,87088,Miscellaneous,Vigna umbellata,mambi bean; rice bean
1292,29746,Vegetable-Stem,Aralia cordata,None
1293,13363,Herbs and Spices,Borago officinalis,None
1294,103480,Miscellaneous,Castanea crenata,japanese chestnut
1295,103481,Miscellaneous,Quercus variabilis,None
1296,103482,Miscellaneous,Quercus serrata,None
1297,29760,Fruit,Vitis vinifera,wine grape
1298,46147,Vegetable-Leaf,Portulaca oleracea,None
1299,103489,Miscellaneous,Quercus glauca,None
1300,46150,Miscellaneous,Anredera cordifolia,madeira vine; enredadera del mosquito
1301,13385,Herbs and Spices,Calluna vulgaris,heather flower
1302,889930,Nuts & Seeds,Parkia biglobosa,None
1303,316491,Vegetable,Viola mandshurica,None
1304,13393,Essential Oil,Cananga odorata,ilang ilang
1305,29780,Fruit,Mangifera indica,mango
1306,70741,Miscellaneous,Rubus arcticus,arctic raspberry
1307,644182,Herbs and Spices,Epilobium parviflorum,None
1308,701533,Miscellaneous,Lespedeza cyrtobotrya,None
1309,13419,Miscellaneous,Chimonanthus praecox,wintersweet
1310,70767,Miscellaneous,Allium stipitatum,None
1311,13427,Vegetable-Leaf,Cichorium intybus,succory; radicchio; witloof; chicory
1312,13429,Plant Derivative,Cinnamomum camphora,camphor tree
1313,570484,Miscellaneous,Diospyros ebenum,ceylon ebony
1314,29818,Herbs and Spices,Plantago major,cart track plant; white man's foot; common plantain
1315,693372,Fruit,Elaeagnus pungens,hu tui zi; spiny oleaster
1316,13443,Beverage-caffeinated,Coffea arabica,coffee; arabica coffee
1317,758917,Fruit,Juniperus excelsa,None
1318,13447,Herbs and Spices,Conium maculatum,fool's parsley; poison hemlock; spotted hemlock
1319,13451,Nuts & Seeds,Corylus avellana,european hazelnut
1320,210060,Miscellaneous,Maranta arundinacea,None
1321,119949,Herbs and Spices,Myrtus communis,None
1322,119951,Fruit,Eugenia uniflora,nagapiry; surinam cherry; pitanga; brazil cherry
1323,124791,Miscellaneous,Schisandra rubriflora,None
1324,46220,Fruit,Taxus brevifolia,pacific yew
1325,79002,Miscellaneous,Lilium lancifolium,true tiger lily
1326,54428,Miscellaneous,Corydalis edulis,None
1327,349346,Plant,Copernicia prunifera,None
1328,54446,Miscellaneous,Chamaerops humilis,european fan palm
1329,300208,Miscellaneous,Canarium album,chinese white olive; chinese white olife
1330,54447,Miscellaneous,Sabal palmetto,cabbage palmetto; cabbage palm
1331,13493,Miscellaneous,Diospyros virginiana,possum apple; american persimmon
1332,29892,Fungus,Auricularia auricula-judae,ear fungu; wood ear; ear fungus
1333,29893,Miscellaneous,Auricularia polytricha,chinese wood ear
